# WARMARRI   WARMARRX   WARMARRY   WARMARRZ
#
     13278       6.40        260    87.3895
     13279       6.50        155    92.5253
     13281       4.20        125    41.5029
     13282       5.60         45    94.1227
     13283       5.70        285    51.4782
     13288       6.50        160     85.615
     13289       6.40        130    86.9718
     13290       5.90         70    104.934
     13291       6.00        280    110.267
     13292       6.40         90    76.4999
     13293       3.50        295    72.4691
     13295       3.80        195    72.8941
     13296       6.20        220    16.0993
     13299       5.80        285    101.659
     13300       3.90         50    61.2566
     13301       4.80        250    58.5163
     13302       6.20        115    16.3565
     13303       5.50         75    57.3271
     13304       5.20         65    2.13735
     13307       6.50         90    85.2417
     13309       6.50        275    5.07225
     13310       4.70        150     47.634
     13311       6.50         55    95.8078
     13313       6.50        135    58.1366
     13317       3.80        250    58.3096
     13321       6.50        120    27.9042
     13322       4.00        145    53.0792
     13323       6.50        190    32.2459
     13327       5.30         30    45.2765
     13329       5.40        215     90.309
     13332       6.50        125     19.259
     13334       4.10        255    52.8916
     13339       6.10        300    4.91098
     13343       4.70        225    123.296
     13344       3.30        240    96.7565
     13345       6.30        150    15.1802
     13347       4.20         90     45.489
     13348       3.50        290    95.1173
     13349       4.50         30    42.6343
     13352       5.00        140    37.2009
     13353       4.00        165    82.3175
     13354       6.20        195    6.15225
     13355       6.50         65    107.984
     13357       5.80        220    10.0201
     13360       5.00         75    81.4727
     13363       4.30        140    38.3868
     13364       4.70        200    77.8215
     13367       6.50        190    45.1904
     13369       4.10        100    45.8317
     13371       5.30        290    12.5535
     13372       6.50        205    85.2366
     13373       5.70         90    6.66511
     13375       4.10        130    75.4863
     13376       3.20        245    107.478
     13377       6.50         90    4.54371
     13378       6.00        220    57.3033
     13379       6.50        150    83.1198
     13380       5.60        270    6.31363
     13381       5.60         35    53.5924
     13384       6.50         95    85.9548
     13385       6.50         60    32.6804
     13386       5.80        250    3.11567
     13390       3.80        300    72.4392
     13391       3.90        160    59.1132
     13393       6.50        270     86.827
     13396       6.50         95    5.14537
     13397       6.50         65    8.66277
     13400       4.70         75    59.3395
     13401       6.00        135    86.3843
     13402       4.90         50     15.968
     13403       3.90        130    68.1396
     13405       3.40        210    91.2667
     13408       4.20         70    30.1506
     13411       4.60         95    24.9746
     13413       6.50        290    51.2287
     13414       5.50        175    95.4021
     13415       4.90        225    121.331
     13416       5.60        170    5.20726
     13417       5.20        145    80.6451
     13418       5.50        230    78.1919
     13419       5.00         25    60.7022
     13420       6.30         30    38.5602
     13421       5.60         50    18.7657
     13422       4.50        250    48.8445
