#        i0           chi2        i1             a1        i2             a2        T_{kin}        n_{H_2}        M_{H_2}        T_{kin}        n_{H_2}        M_{H_2}
#
    1409712        110.584     10393        9.79044     12160              0             80    1.25892e+06    2.98003e+10             90    1.58489e+06    3.75163e+10
    1488973        68.0008     10982        6.20982       855        37.4577             85        39810.7    9.42367e+08             25    3.16228e+06    7.48549e+10
    1233765        17.4177      9082        24.1628     46303        1.11228             75        6309.57    1.49355e+08            285    3.16228e+06    7.48549e+10
    2900830        63.8395     21394              0      4826        28.2066            145        15848.9    3.75163e+08             50        25118.9    5.94594e+08
    6349046        90.8719     46816       0.255069     33858        3.34577            290        39810.7    9.42367e+08            215         251189    5.94594e+09
    5551367        96.6935     40945              0      1653        46.6758            255         794328    1.88027e+10             30    1.25892e+06    2.98003e+10
    6323551        100.679     46626         20.591     38893              0            290        3981.07    9.42367e+07            245        19952.6    4.72302e+08
    2173407        8.25768     16017         33.271     34941        1.70498            115        3162.28    7.48549e+07            220    3.16228e+06    7.48549e+10
    4739841        210.486     34960        9633.75        19              0            225            100    2.36712e+06             25        125.892    2.98003e+06
     886465        48.3429      6536        16.8344      6099        6.51331             60        15848.9    3.75163e+08             55    3.16228e+06    7.48549e+10
    1547709        29.1833     11400        3691.09     40071        2.08733             90        158.489    3.75163e+06            250         794328    1.88027e+10
     626105        11.4476      4617         105.05      2603         24.295             50        1995.26    4.72302e+07             35    3.16228e+06    7.48549e+10
    1213329        11.2697      8949        135.749       627        50.4728             75        1258.92    2.98003e+07             25         199526    4.72302e+09
